,age_group,partyid_3cat,libcon,trump_therm,harris_therm
4819,25-34,Republican,4. Moderate; middle of the road,80.0,20.0
4820,45-54,Republican,4. Moderate; middle of the road,99.0,0.0
4821,35-44,Democrat,4. Moderate; middle of the road,40.0,45.0
4823,55-64,Democrat,3. Slightly liberal,50.0,85.0
4828,18-24,Democrat,1. Extremely liberal,0.0,80.0
4829,45-54,Democrat,3. Slightly liberal,0.0,70.0
4830,35-44,Democrat,2. Liberal,25.0,85.0
4832,35-44,Republican,4. Moderate; middle of the road,69.0,0.0
4833,55-64,Republican,6. Conservative,70.0,60.0
4834,65+,Republican,7. Extremely conservative,100.0,0.0
4835,55-64,Republican,5. Slightly conservative,85.0,0.0
4836,35-44,Republican,6. Conservative,60.0,40.0
4837,65+,Republican,5. Slightly conservative,40.0,0.0
4839,45-54,Democrat,2. Liberal,0.0,85.0
4841,45-54,Republican,6. Conservative,100.0,0.0
4845,25-34,Republican,5. Slightly conservative,7.0,4.0
4847,25-34,Democrat,7. Extremely conservative,0.0,80.0
4848,55-64,Democrat,3. Slightly liberal,0.0,50.0
4849,45-54,Democrat,3. Slightly liberal,0.0,85.0
4851,55-64,Republican,6. Conservative,100.0,0.0
4856,25-34,Democrat,2. Liberal,15.0,70.0
4857,55-64,Democrat,3. Slightly liberal,0.0,70.0
4859,45-54,Democrat,2. Liberal,15.0,85.0
4862,45-54,Republican,6. Conservative,60.0,30.0
4863,25-34,Democrat,4. Moderate; middle of the road,60.0,65.0
4865,55-64,Democrat,6. Conservative,60.0,70.0
4868,45-54,Republican,6. Conservative,0.0,60.0
4869,55-64,Democrat,3. Slightly liberal,0.0,100.0
4870,55-64,Republican,6. Conservative,100.0,0.0
4871,25-34,Democrat,1. Extremely liberal,0.0,55.0
4875,35-44,Democrat,4. Moderate; middle of the road,30.0,70.0
4876,55-64,Democrat,3. Slightly liberal,0.0,85.0
4878,55-64,Republican,5. Slightly conservative,85.0,15.0
4879,35-44,Democrat,5. Slightly conservative,50.0,70.0
4880,55-64,Republican,4. Moderate; middle of the road,80.0,30.0
4881,35-44,Republican,5. Slightly conservative,15.0,5.0
4884,55-64,Republican,7. Extremely conservative,100.0,0.0
4885,55-64,Republican,3. Slightly liberal,100.0,0.0
4886,35-44,Republican,4. Moderate; middle of the road,100.0,15.0
4887,45-54,Republican,4. Moderate; middle of the road,85.0,30.0
4888,45-54,Democrat,1. Extremely liberal,0.0,80.0
4889,35-44,Democrat,4. Moderate; middle of the road,30.0,50.0
4890,25-34,Democrat,2. Liberal,0.0,65.0
4892,25-34,Democrat,4. Moderate; middle of the road,30.0,70.0
4894,55-64,Republican,6. Conservative,90.0,5.0
4896,35-44,Republican,4. Moderate; middle of the road,0.0,85.0
4898,25-34,Democrat,3. Slightly liberal,0.0,85.0
4899,25-34,Democrat,3. Slightly liberal,15.0,70.0
4902,35-44,Democrat,2. Liberal,0.0,70.0
4903,35-44,Democrat,2. Liberal,0.0,95.0
4904,35-44,Republican,6. Conservative,85.0,15.0
4907,18-24,Democrat,2. Liberal,15.0,70.0
4908,35-44,Democrat,4. Moderate; middle of the road,0.0,40.0
4909,45-54,Republican,4. Moderate; middle of the road,60.0,15.0
4912,55-64,Democrat,2. Liberal,5.0,75.0
4913,45-54,Democrat,2. Liberal,0.0,50.0
4915,55-64,Democrat,2. Liberal,15.0,100.0
4916,35-44,Democrat,2. Liberal,10.0,70.0
4918,45-54,Democrat,2. Liberal,0.0,100.0
4922,35-44,Democrat,1. Extremely liberal,0.0,75.0
4924,45-54,Democrat,2. Liberal,0.0,75.0
4925,25-34,Democrat,3. Slightly liberal,0.0,80.0
4926,55-64,Republican,6. Conservative,80.0,30.0
4928,25-34,Democrat,4. Moderate; middle of the road,15.0,50.0
4930,35-44,Republican,7. Extremely conservative,95.0,15.0
4931,25-34,Democrat,2. Liberal,0.0,85.0
4932,45-54,Democrat,3. Slightly liberal,0.0,90.0
4933,35-44,Democrat,3. Slightly liberal,10.0,80.0
4936,25-34,Democrat,4. Moderate; middle of the road,50.0,50.0
4937,55-64,Republican,6. Conservative,100.0,0.0
4941,45-54,Democrat,5. Slightly conservative,70.0,70.0
4944,35-44,Democrat,5. Slightly conservative,15.0,60.0
4946,18-24,Democrat,1. Extremely liberal,0.0,50.0
4947,25-34,Democrat,4. Moderate; middle of the road,60.0,70.0
4948,45-54,Independent,4. Moderate; middle of the road,50.0,50.0
4949,45-54,Republican,6. Conservative,70.0,0.0
4950,18-24,Democrat,3. Slightly liberal,30.0,100.0
4953,18-24,Democrat,4. Moderate; middle of the road,0.0,50.0
4956,65+,Republican,6. Conservative,100.0,15.0
4957,25-34,Republican,6. Conservative,90.0,0.0
4958,55-64,Republican,4. Moderate; middle of the road,30.0,70.0
4959,55-64,Democrat,4. Moderate; middle of the road,0.0,100.0
4962,55-64,Democrat,4. Moderate; middle of the road,25.0,90.0
4964,45-54,Democrat,2. Liberal,0.0,95.0
4966,18-24,Democrat,2. Liberal,0.0,90.0
4968,35-44,Democrat,4. Moderate; middle of the road,30.0,85.0
4969,45-54,Republican,5. Slightly conservative,20.0,25.0
4971,18-24,Republican,6. Conservative,60.0,30.0
4972,55-64,Democrat,4. Moderate; middle of the road,30.0,60.0
4974,55-64,Democrat,6. Conservative,0.0,75.0
4980,18-24,Democrat,1. Extremely liberal,0.0,70.0
4981,35-44,Democrat,4. Moderate; middle of the road,30.0,50.0
4982,55-64,Independent,1. Extremely liberal,0.0,85.0
4983,18-24,Democrat,3. Slightly liberal,20.0,60.0
4987,45-54,Republican,7. Extremely conservative,100.0,0.0
4989,25-34,Independent,4. Moderate; middle of the road,80.0,70.0
4991,55-64,Republican,6. Conservative,80.0,40.0
4994,25-34,Democrat,3. Slightly liberal,15.0,85.0
4997,25-34,Republican,5. Slightly conservative,10.0,10.0
4998,18-24,Democrat,2. Liberal,20.0,65.0
4999,18-24,Independent,4. Moderate; middle of the road,100.0,50.0
5001,35-44,Republican,6. Conservative,85.0,0.0
5002,45-54,Democrat,2. Liberal,0.0,75.0
5003,65+,Democrat,4. Moderate; middle of the road,0.0,70.0
5006,18-24,Democrat,1. Extremely liberal,0.0,90.0
5008,18-24,Democrat,3. Slightly liberal,20.0,85.0
5009,55-64,Democrat,4. Moderate; middle of the road,50.0,80.0
5011,55-64,Republican,6. Conservative,100.0,0.0
5012,18-24,Democrat,2. Liberal,30.0,85.0
5017,55-64,Republican,6. Conservative,80.0,20.0
5018,18-24,Republican,4. Moderate; middle of the road,70.0,50.0
5019,35-44,Democrat,1. Extremely liberal,0.0,75.0
5020,45-54,Independent,4. Moderate; middle of the road,100.0,15.0
5022,18-24,Democrat,2. Liberal,0.0,85.0
5024,25-34,Republican,5. Slightly conservative,40.0,30.0
5025,18-24,Democrat,2. Liberal,15.0,100.0
5028,25-34,Democrat,3. Slightly liberal,0.0,100.0
5031,55-64,Democrat,3. Slightly liberal,0.0,85.0
5032,65+,Democrat,3. Slightly liberal,0.0,100.0
5034,35-44,Democrat,2. Liberal,0.0,65.0
5035,35-44,Republican,6. Conservative,70.0,15.0
5036,25-34,Republican,4. Moderate; middle of the road,50.0,40.0
5037,45-54,Republican,4. Moderate; middle of the road,85.0,60.0
5041,25-34,Democrat,2. Liberal,15.0,70.0
5043,35-44,Democrat,1. Extremely liberal,0.0,100.0
5044,25-34,Republican,5. Slightly conservative,70.0,75.0
5048,18-24,Democrat,1. Extremely liberal,0.0,70.0
5049,35-44,Democrat,4. Moderate; middle of the road,50.0,50.0
5056,35-44,Democrat,2. Liberal,0.0,90.0
5057,45-54,Republican,6. Conservative,90.0,50.0
5060,35-44,Democrat,4. Moderate; middle of the road,30.0,60.0
5061,45-54,Democrat,2. Liberal,0.0,65.0
5062,45-54,Republican,6. Conservative,60.0,40.0
5063,55-64,Republican,6. Conservative,15.0,0.0
5064,35-44,Republican,5. Slightly conservative,80.0,20.0
5066,55-64,Democrat,1. Extremely liberal,0.0,85.0
5067,55-64,Democrat,2. Liberal,0.0,90.0
5070,45-54,Democrat,3. Slightly liberal,0.0,85.0
5072,45-54,Republican,6. Conservative,85.0,40.0
5075,55-64,Democrat,4. Moderate; middle of the road,0.0,75.0
5076,25-34,Democrat,3. Slightly liberal,30.0,70.0
5077,25-34,Democrat,2. Liberal,0.0,100.0
5078,35-44,Democrat,2. Liberal,0.0,100.0
5080,55-64,Republican,6. Conservative,100.0,0.0
5082,25-34,Democrat,4. Moderate; middle of the road,50.0,85.0
5084,65+,Republican,5. Slightly conservative,60.0,15.0
5086,55-64,Democrat,2. Liberal,0.0,95.0
5090,45-54,Democrat,2. Liberal,1.0,80.0
5091,18-24,Independent,4. Moderate; middle of the road,0.0,15.0
5093,18-24,Republican,5. Slightly conservative,70.0,35.0
5094,55-64,Republican,6. Conservative,60.0,0.0
5095,55-64,Democrat,3. Slightly liberal,0.0,85.0
5096,55-64,Republican,7. Extremely conservative,100.0,0.0
5097,55-64,Republican,4. Moderate; middle of the road,100.0,0.0
5098,25-34,Republican,4. Moderate; middle of the road,40.0,70.0
5103,35-44,Democrat,2. Liberal,0.0,70.0
5105,35-44,Republican,3. Slightly liberal,85.0,15.0
5106,25-34,Democrat,2. Liberal,0.0,80.0
5107,55-64,Republican,4. Moderate; middle of the road,70.0,50.0
5108,18-24,Democrat,3. Slightly liberal,0.0,60.0
5110,55-64,Democrat,5. Slightly conservative,0.0,100.0
5112,25-34,Democrat,2. Liberal,0.0,85.0
5113,25-34,Democrat,4. Moderate; middle of the road,10.0,75.0
5114,45-54,Republican,5. Slightly conservative,100.0,0.0
5115,35-44,Republican,4. Moderate; middle of the road,60.0,60.0
5119,35-44,Democrat,2. Liberal,0.0,85.0
5120,45-54,Democrat,2. Liberal,0.0,90.0
5121,35-44,Democrat,5. Slightly conservative,85.0,15.0
5124,25-34,Republican,5. Slightly conservative,60.0,40.0
5127,45-54,Democrat,4. Moderate; middle of the road,40.0,70.0
5129,25-34,Democrat,2. Liberal,0.0,70.0
5130,65+,Democrat,2. Liberal,0.0,85.0
5131,25-34,Republican,4. Moderate; middle of the road,50.0,50.0
5132,25-34,Republican,6. Conservative,60.0,15.0
5133,45-54,Republican,5. Slightly conservative,1.0,15.0
5134,55-64,Republican,4. Moderate; middle of the road,70.0,15.0
5137,55-64,Republican,6. Conservative,100.0,0.0
5138,25-34,Democrat,1. Extremely liberal,0.0,85.0
5143,25-34,Democrat,5. Slightly conservative,0.0,63.0
5144,35-44,Independent,4. Moderate; middle of the road,50.0,50.0
5146,35-44,Democrat,2. Liberal,0.0,50.0
5148,35-44,Democrat,3. Slightly liberal,0.0,15.0
5151,45-54,Democrat,3. Slightly liberal,70.0,100.0
5153,45-54,Democrat,5. Slightly conservative,2.0,60.0
5154,45-54,Democrat,1. Extremely liberal,15.0,85.0
5155,25-34,Democrat,2. Liberal,40.0,75.0
5156,18-24,Independent,4. Moderate; middle of the road,20.0,20.0
5157,35-44,Democrat,4. Moderate; middle of the road,1.0,60.0
5163,25-34,Republican,5. Slightly conservative,60.0,12.0
5164,35-44,Republican,6. Conservative,80.0,0.0
5168,55-64,Independent,4. Moderate; middle of the road,50.0,50.0
5169,45-54,Republican,5. Slightly conservative,60.0,30.0
5171,55-64,Republican,5. Slightly conservative,70.0,15.0
5175,55-64,Democrat,4. Moderate; middle of the road,100.0,0.0
5176,35-44,Democrat,2. Liberal,0.0,100.0
5179,55-64,Democrat,6. Conservative,0.0,95.0
5180,45-54,Republican,6. Conservative,100.0,0.0
5181,55-64,Republican,5. Slightly conservative,100.0,50.0
5185,25-34,Democrat,2. Liberal,0.0,70.0
5187,55-64,Democrat,4. Moderate; middle of the road,0.0,55.0
5189,25-34,Democrat,2. Liberal,40.0,60.0
5191,45-54,Republican,5. Slightly conservative,50.0,60.0
5192,18-24,Republican,5. Slightly conservative,100.0,10.0
5194,55-64,Democrat,4. Moderate; middle of the road,90.0,0.0
5199,45-54,Republican,4. Moderate; middle of the road,50.0,60.0
5202,35-44,Democrat,4. Moderate; middle of the road,50.0,40.0
5206,45-54,Democrat,3. Slightly liberal,0.0,100.0
5207,55-64,Democrat,5. Slightly conservative,30.0,85.0
5208,45-54,Democrat,4. Moderate; middle of the road,70.0,50.0
5209,55-64,Democrat,2. Liberal,0.0,85.0
5210,35-44,Democrat,2. Liberal,0.0,80.0
5214,18-24,Republican,6. Conservative,70.0,50.0
5216,55-64,Republican,4. Moderate; middle of the road,100.0,0.0
5217,25-34,Republican,4. Moderate; middle of the road,30.0,60.0
5218,55-64,Democrat,3. Slightly liberal,0.0,85.0
5219,35-44,Republican,6. Conservative,100.0,0.0
5220,55-64,Republican,6. Conservative,55.0,10.0
5221,25-34,Republican,4. Moderate; middle of the road,85.0,0.0
5223,45-54,Republican,6. Conservative,90.0,15.0
5224,55-64,Republican,6. Conservative,95.0,0.0
5227,35-44,Democrat,2. Liberal,0.0,85.0
5230,35-44,Republican,5. Slightly conservative,85.0,10.0
5234,45-54,Republican,5. Slightly conservative,85.0,15.0
5236,35-44,Democrat,3. Slightly liberal,0.0,80.0
5238,55-64,Republican,6. Conservative,85.0,30.0
5240,18-24,Democrat,4. Moderate; middle of the road,50.0,50.0
5244,55-64,Democrat,3. Slightly liberal,60.0,85.0
5245,35-44,Republican,7. Extremely conservative,85.0,75.0
5247,55-64,Republican,6. Conservative,100.0,0.0
5248,18-24,Republican,4. Moderate; middle of the road,100.0,50.0
5249,18-24,Democrat,2. Liberal,0.0,96.0
5250,35-44,Republican,4. Moderate; middle of the road,70.0,50.0
5251,18-24,Republican,5. Slightly conservative,60.0,30.0
5254,55-64,Democrat,4. Moderate; middle of the road,30.0,30.0
5257,45-54,Republican,4. Moderate; middle of the road,70.0,15.0
5259,45-54,Republican,6. Conservative,85.0,30.0
5260,45-54,Democrat,4. Moderate; middle of the road,60.0,50.0
5261,25-34,Democrat,4. Moderate; middle of the road,70.0,60.0
5264,45-54,Republican,6. Conservative,75.0,50.0
5266,55-64,Republican,7. Extremely conservative,100.0,0.0
5269,65+,Republican,6. Conservative,100.0,0.0
5270,25-34,Democrat,2. Liberal,0.0,70.0
5278,35-44,Republican,6. Conservative,70.0,30.0
5284,45-54,Democrat,6. Conservative,70.0,15.0
5286,35-44,Democrat,2. Liberal,0.0,85.0
5291,55-64,Independent,5. Slightly conservative,80.0,50.0
5293,35-44,Republican,4. Moderate; middle of the road,85.0,15.0
5294,45-54,Republican,5. Slightly conservative,65.0,30.0
5296,55-64,Republican,4. Moderate; middle of the road,70.0,0.0
5304,55-64,Democrat,3. Slightly liberal,0.0,60.0
5305,35-44,Democrat,1. Extremely liberal,0.0,100.0
5308,35-44,Democrat,4. Moderate; middle of the road,30.0,60.0
5312,55-64,Republican,6. Conservative,90.0,0.0
5314,55-64,Democrat,2. Liberal,5.0,90.0
5317,55-64,Republican,6. Conservative,75.0,25.0
5318,55-64,Republican,6. Conservative,70.0,30.0
5324,55-64,Republican,5. Slightly conservative,60.0,40.0
5329,55-64,Republican,4. Moderate; middle of the road,60.0,15.0
5331,25-34,Democrat,4. Moderate; middle of the road,15.0,50.0
5333,55-64,Democrat,2. Liberal,0.0,85.0
5334,45-54,Democrat,4. Moderate; middle of the road,40.0,70.0
5336,25-34,Republican,6. Conservative,80.0,0.0
5339,45-54,Republican,6. Conservative,85.0,30.0
5340,35-44,Republican,4. Moderate; middle of the road,60.0,40.0
5341,35-44,Republican,4. Moderate; middle of the road,60.0,50.0
5342,35-44,Republican,5. Slightly conservative,95.0,15.0
5344,25-34,Republican,7. Extremely conservative,100.0,0.0
5345,55-64,Democrat,2. Liberal,15.0,70.0
5346,35-44,Republican,6. Conservative,60.0,0.0
5349,25-34,Republican,5. Slightly conservative,50.0,0.0
5350,55-64,Democrat,4. Moderate; middle of the road,0.0,70.0
5351,45-54,Independent,5. Slightly conservative,50.0,75.0
5352,45-54,Democrat,4. Moderate; middle of the road,65.0,30.0
5357,45-54,Republican,6. Conservative,85.0,0.0
5358,35-44,Republican,5. Slightly conservative,50.0,60.0
5361,35-44,Democrat,4. Moderate; middle of the road,50.0,40.0
5362,45-54,Democrat,2. Liberal,0.0,85.0
5364,35-44,Democrat,2. Liberal,15.0,85.0
5365,55-64,Democrat,2. Liberal,0.0,85.0
5366,35-44,Republican,4. Moderate; middle of the road,60.0,40.0
5368,55-64,Republican,6. Conservative,85.0,30.0
5370,18-24,Democrat,1. Extremely liberal,5.0,60.0
5371,25-34,Republican,6. Conservative,60.0,5.0
5372,45-54,Democrat,2. Liberal,0.0,100.0
5375,25-34,Republican,5. Slightly conservative,85.0,15.0
5378,45-54,Republican,5. Slightly conservative,60.0,30.0
5379,45-54,Democrat,4. Moderate; middle of the road,0.0,100.0
5385,18-24,Democrat,1. Extremely liberal,0.0,25.0
5386,35-44,Democrat,2. Liberal,0.0,85.0
5387,45-54,Independent,5. Slightly conservative,50.0,50.0
5388,45-54,Democrat,3. Slightly liberal,70.0,30.0
5389,65+,Republican,6. Conservative,60.0,15.0
5390,65+,Democrat,4. Moderate; middle of the road,75.0,50.0
5391,25-34,Republican,4. Moderate; middle of the road,40.0,0.0
5394,25-34,Republican,7. Extremely conservative,100.0,0.0
5395,55-64,Republican,7. Extremely conservative,100.0,0.0
5398,65+,Democrat,2. Liberal,0.0,90.0
5399,55-64,Republican,7. Extremely conservative,85.0,0.0
5400,45-54,Republican,6. Conservative,70.0,50.0
5402,55-64,Democrat,2. Liberal,0.0,100.0
5406,55-64,Democrat,3. Slightly liberal,0.0,85.0
5407,55-64,Republican,7. Extremely conservative,85.0,0.0
5409,18-24,Republican,5. Slightly conservative,80.0,30.0
5410,18-24,Republican,5. Slightly conservative,65.0,20.0
5414,45-54,Democrat,2. Liberal,0.0,85.0
5418,55-64,Republican,6. Conservative,70.0,15.0
5419,65+,Republican,4. Moderate; middle of the road,60.0,40.0
5421,55-64,Republican,6. Conservative,85.0,5.0
5423,45-54,Democrat,6. Conservative,60.0,60.0
5425,55-64,Republican,7. Extremely conservative,100.0,0.0
5430,18-24,Republican,5. Slightly conservative,60.0,30.0
5431,35-44,Democrat,2. Liberal,40.0,70.0
5432,25-34,Democrat,1. Extremely liberal,0.0,70.0
5435,55-64,Democrat,4. Moderate; middle of the road,0.0,70.0
5436,55-64,Republican,6. Conservative,85.0,15.0
5437,45-54,Republican,5. Slightly conservative,62.0,21.0
5442,45-54,Republican,6. Conservative,100.0,0.0
5443,18-24,Republican,6. Conservative,80.0,10.0
5444,25-34,Republican,5. Slightly conservative,50.0,40.0
5446,55-64,Independent,6. Conservative,60.0,20.0
5449,25-34,Democrat,4. Moderate; middle of the road,70.0,15.0
5450,55-64,Republican,6. Conservative,70.0,40.0
5452,55-64,Democrat,2. Liberal,0.0,85.0
5453,35-44,Democrat,1. Extremely liberal,0.0,95.0
5454,45-54,Democrat,3. Slightly liberal,5.0,85.0
5455,55-64,Democrat,3. Slightly liberal,0.0,85.0
5457,35-44,Democrat,2. Liberal,0.0,70.0
5458,35-44,Democrat,4. Moderate; middle of the road,10.0,80.0
5460,35-44,Republican,4. Moderate; middle of the road,90.0,20.0
5463,45-54,Democrat,4. Moderate; middle of the road,15.0,70.0
5464,35-44,Independent,4. Moderate; middle of the road,60.0,40.0
5465,18-24,Democrat,3. Slightly liberal,40.0,70.0
5467,25-34,Democrat,2. Liberal,0.0,85.0
5470,55-64,Democrat,4. Moderate; middle of the road,50.0,100.0
5471,45-54,Republican,5. Slightly conservative,55.0,50.0
5474,35-44,Democrat,2. Liberal,0.0,85.0
5478,35-44,Democrat,5. Slightly conservative,30.0,70.0
5479,18-24,Democrat,1. Extremely liberal,0.0,70.0
5480,25-34,Democrat,3. Slightly liberal,30.0,40.0
5483,18-24,Independent,4. Moderate; middle of the road,50.0,50.0
5484,25-34,Democrat,5. Slightly conservative,15.0,60.0
5485,55-64,Democrat,3. Slightly liberal,20.0,80.0
5487,18-24,Republican,4. Moderate; middle of the road,40.0,100.0
5488,25-34,Democrat,2. Liberal,15.0,50.0
5489,18-24,Democrat,4. Moderate; middle of the road,0.0,50.0
5491,55-64,Republican,6. Conservative,85.0,15.0
5493,35-44,Republican,6. Conservative,70.0,40.0
5496,45-54,Republican,4. Moderate; middle of the road,70.0,15.0
5500,25-34,Republican,7. Extremely conservative,100.0,0.0
5504,55-64,Republican,6. Conservative,80.0,10.0
5505,45-54,Democrat,2. Liberal,0.0,100.0
5506,55-64,Democrat,3. Slightly liberal,0.0,70.0
5507,45-54,Democrat,4. Moderate; middle of the road,70.0,50.0
5508,25-34,Republican,5. Slightly conservative,60.0,40.0
5513,45-54,Democrat,3. Slightly liberal,70.0,15.0
5514,35-44,Republican,4. Moderate; middle of the road,60.0,40.0
5519,25-34,Democrat,1. Extremely liberal,10.0,80.0
5520,35-44,Republican,5. Slightly conservative,85.0,15.0
