text,cmp_code,id,immigration_related
"Table 1 (continued) All figures in £bn TAX AND EXPENDITURE 2015-16 2016-17 2017-18 2018-19 2019-20 Income Tax mid-rate of 30% increased to £55,000 by 2019-20 1.18 1.98 2.93 3.88 Income Tax personal allowance increased to £13,000 by 2019-20 2.03 4.07 6.17 8.14 NHS provision 1.50 2.00 2.50 3.00 3.00 Social Care provision 0.60 1.00 1.20 1.20 1.20 Carers Allowance increased to level of Job Seekers Allowance 0.40 0.40 0.40 0.40 0.40 Bedroom Tax abolished 0.50 0.50 0.50 0.50 0.50 Inheritance Tax abolished by 2020 0.92 2.04 3.42 5.12 Restore defence budget to level prior to Strategic Defence and Security Review 2010 1.40 2.00 2.60 2.90 3.00 Ministry of Defence capital projects 0.50 0.70 1.00 1.00 1.00 Veterans Administration 0.12 0.32 0.35 0.35 0.44 Jobs for ex-servicemen and women 0.12 0.20 0.22 0.23 0.24 Higher education tuition fees abated after 5 years for STEMM students 1.79 1.81 1.16 1.89 1.98 Hospital car parking fees abolished 0.20 0.20 0.20 0.20 0.20 National referenda 0.04 0.04 0.04 0.04 0.04 Transferable Income Tax personal allowance increased to £1,500 by 2019-20 0.03 0.10 0.20 0.30 Stamp duty relief and incentive grants to build houses on  brownfield sites 0.25 0.50 0.50 0.50 Business rates cut - 20% relief on premises with a rateable value up to £50,000 1.15 1.16 1.18 1.20 Provision for other policy items 0.30 0.30 0.40 0.50 0.70 Total spending 7.47 15.03 20.42 26.61 31.84 Net budgetary impact 0.78 0.51 5.13 2.84 0.19",NA,51951_201505,FALSE
End the practice of placing non-offending children in facilities for offenders.,706,53320_200705,FALSE
Employment is at a record high and we will continue to strive for full employment.,701,51620_201706,FALSE
New Opportunities,NA,53420_200705,FALSE
Ensure Tasmania has access to the agricultural workforce it needs by continuing to deliver the Australian Agriculture Visa.,703.1,63620_202205,FALSE
In summary,NA,53420_200705,FALSE
This type of abuse is widespread – 99 per cent of women who experience domestic violence also experience technology-facilitated abuse,503,63620_202205,FALSE
"Despite Liberal and Conservative promises, the system of veterans’ benefits remains bureaucratic and unfair.",303,62320_200810,FALSE
Better access to allied health support – like speech and occupational therapists.,506,63320_201607,FALSE
Investing up to $4.3 billion to deliver a large vessel dry berth at Henderson to further boost the shipbuilding industry and support thousands of jobs.,411,63620_202205,FALSE
"Labour will maintain a zero-tolerance stance on racism and xenophobia, including anti-Traveller prejudice.",503,53320_202002,FALSE
We will campaign against any reduction in investment in UK universities,506,51421_201706,FALSE
.  and having easy access to Europe will encourage important foreign companies to invest in Wales,410,51901_201912,FALSE
and all other Departments will draw up detailed and specified plans for CO2 emission reduction.,416,53520_200705,FALSE
Their actions put not just Britain’s environment at risk,501,51421_201706,FALSE
Programme for 2011 General Election,NA,53021_201102,FALSE
"Stephen Harper, Stéphane Dion et Jack Layton : même combat lorsque vient le temps de miner la liberté du Québec de faire ses propres choix !",301,62901_200810,FALSE
"including walking, cycling, golf, angling, equestrian activities, and inland cruising and water-based activities.",408,53520_200705,FALSE
We have a great opportunity with a new and reformed Senate electoral system that puts votes and power back into the hands of the voters.,202.4,63110_201607,FALSE
Guaranteeing Medicare.,504,63621_202205,FALSE
Cost,H,63810_202205,FALSE
"En octobre 2003, le gouvernement libéral a adopté le projet de loi C-48 faisant du Canada l'endroit où les compagnies pétrolières ont le meilleur régime fiscal en Amérique du Nord, surpassant même le Texas de George W. Bush.",402,62901_200601,FALSE
Make Parliament responsible for exercising oversight over the conduct of Canadian foreign policy and the commitment of Canadian Forces to foreign operations.,202,62623_200601,FALSE
"This Unit, which will be independent of Government, will operate as part of the Oireachtas and will be headed by an Office of the Parliamentary Investigator.",202.3,53520_201602,FALSE
"Republicans believe the federal government, specifically the IRS, is constitutionally prohibited from policing or censoring the speech of America's churches, pastors, and religious leaders.",603,61620_202011,FALSE
Introduce an Australian Made labelling category where 75% or more of the labour component to manufacture or assemble the product was undertaken by Australian residents,406,63901_201607,FALSE
"Low interest loans of up to $10,000 would also be available to any Australian household to install household storage technology.",416.2,63110_202205,FALSE
"And of the billion dollars, $700 million is going to be allocated to government schools and $300 million to the poorer resourced Catholic and independent schools.",506,63620_200410,FALSE
"Labor’s reckless 45 per cent emissions reduction plan will kill 336,000 jobs by 2030, according to independent peer-reviewed modelling.",701,63621_201905,FALSE
UKIP will establish a Royal Commission to find a way forward that allows the NHS to hold fast to its values while meeting the challenges of the future.,303,51951_201706,FALSE
We have delivered record levels of support to save a generation of skilled Australians,411,63620_202205,FALSE
Royalty Ramp Up,H,63710_201905,FALSE
We also pledge to counter any threats from the North Korean regime.,104,61620_201611,FALSE
10 These numbers come from the following report: https://cleanenergycanada.org/wp-content/uploads/2019/05/2019-03-13- Clean-Energy-Economy-FINAL-REPORT.pdf.,NA,62110_201910,FALSE
"Americans overseas should enjoy the same rights as Americans residing in the United States, whose private financial information is not subject to disclosure to the government except as to interest earned.",201.1,61620_202011,FALSE
Establish a rural development bank that will make it easier for farmers to access finance.,703.1,63901_202205,FALSE
Vaccine Smart Card,NA,53520_200705,FALSE
"We also believe that democracy, by definition, must be decided by citizens, not politicians.",202,62110_200810,FALSE
The idea that Ireland would not be able to get credit and would financially collapse if we don’t pay the bondholders is wrong.,415,53230_201102,FALSE
"We will continue to support Israel’s peace treaties with Egypt and Jordan, which have been pillars of peace and stability in the region for many years.",107,61320_201211,FALSE
North South Corridor and Northern Connector project,H,63620_201607,FALSE
Organ Donation,H,63710_201905,FALSE
"Global warming, driven by mining and burning of coal and other fossil fuels, is already destroying parts of the Reef via coral bleaching.",501,63110_201607,FALSE
Canada now has one of the highest homeownership rates in the world and exceeds that of the United States for the first time in decades.,305,62623_201510,FALSE
Small Business,H,63901_201905,FALSE
We all know the sort of Britain we want to live in – a Britain where we can walk the streets safely and know our children are safe.,000,51320_200106,FALSE
Charter schools were originally intended to be publicly funded schools with increased flexibility in program design and operations.,506,61320_202011,FALSE
C'est ainsi que le Québec souverain pourra se pencher sérieusement sur la possibilité de construire un lien ferroviaire rapide reliant Montréal à New York.,411,62901_200601,FALSE
"By contrast, Labor has a positive plan to protect Medicare and ensure our world class universal health care system continues to deliver good health outcomes for the Central Coast into the future.",504,63320_201607,FALSE
Customs arrangements which facilitate trade with new and existing markets,407,51903_201706,FALSE
Around two-thirds of these new jobs are full-time.,701,63810_202205,FALSE
"Comprehensive Review of Expenditure: The Department of Public Expenditure and Reform will be mandated to complete a new Comprehensive Review of Expenditure, by September 2016, to underpin new 3-year departmental spending ceilings, for 2017, 2018 and 2019, to be published in Budget 2017, to allocate resources in line with the new Programme for Government.",414,53520_201602,FALSE
$5.9 million for the Salvation Army to build a 10 bed detox facility in Townsville and fund an additional eight residential rehab beds.,605.1,63620_201905,FALSE
"We will work to complete tripartite educational agreements, modelled after the successful agreements in British Columbia and New Brunswick, with provinces and First Nations organizations across the country.",506,62623_200810,FALSE
